LABEL,TEXT,URL,EMAIL,PHONE,label,message,cleaned_message
ham,"Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",No,No,No,,,"Wen u lift phne u say ""HELLO"" u knw wt real meaning HELLO?? name girl! Yes u knw dat girl?? ""Margaret Hello"" girlfrnd f Grahmbell invnted telphone Moral:One 4get name person bt girlfrnd G n g h @"
ham,"Found it, ENC  5000 , where you at?",No,No,No,,,Found ENC 5000 at?
ham,would u believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,No,No,No,,,would u believe didnt know thurs pre booked cancelled AGAIN! needs b sacked
ham,Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,No,No,No,,,Last week b'day Wife did'nt wish Parents forgot n Kids went work Even Colleagues wish
spam,Moby Pub Quiz.Win a £200 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.,No,No,yes,,,Moby Pub QuizWin £200 High Street prize u know new Duchess Cornwall be? Txt first name 82277
spam,"	Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",No,No,yes,,,Thanks ringtone order reference number X49 mobile charged 450 tone arrive please call customer services 09065989182 From: [colour=red]text[/colour]TXTstar
ham,Yes..he is really great..bhaji told that he is d best cricketer after sachin in world.,No,No,No,,,Yeshe really greatbhaji told best cricketer sachin world
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month,No,No,No,,,Hey going quit soon? Xuhui working till end month
ham,Ok. Wonderful�,No,No,No,,,Ok Wonderful�
ham,I went to project centre�.I spent 3 hours there,No,No,No,,,went project centre�I spent 3 hours
ham,Today is ACCEPT DAY..U Accept me as?,No,No,No,,,Today ACCEPT DAYU Accept as?
ham,"Sorry, I'll call later in night",No,No,No,,,Sorry I'll call later night
ham,"Sorry, wanted to go somewhere..",No,No,No,,,Sorry wanted go somewhere
ham,I cant pick the phone right now. Call me sometime back,No,No,No,,,cant pick phone right Call sometime back
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,No,No,No,,,Sorry pain ok meet another night? spent late afternoon casualty means done stuff42moro includes time sheets Sorry
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,No,No,No,,,Thanks ! bomb date phone wanted say!
ham,What happened to you ? How come you never came back?,No,No,No,,,happened ? come never came back?
ham,"You are happy...You skype, you take pictures, you sleep, you want to go out. But you don�t mind what I want..",No,No,No,,,happyYou skype take pictures sleep want go don�t mind want
ham,I am late. I will be there by 3,No,No,No,,,late 3
ham,SORRY IM STIL  AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,No,No,No,,,SORRY IM STIL LAST NITE WENT TOBED 430 GOT 4 WORK 630
ham,Oh ok�I'm watching here:) I know what to do,No,No,No,,,Oh ok�I'm watching here:) know
spam,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,yes,No,yes,,,New TEXTBUDDY Chat 2 guys ur area 4 25p Free 2 receive Search postcode gaytextbuddycom TXT ONE name 89693
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,No,No,No,,,Friendship poem: Dear Dear U R Near Hear Dont Get Fear Live Cheer Tear U R Always Dear GOOD MORNING
ham,Nope thats fine. I might have a nap tho!,No,No,No,,,Nope thats fine might nap tho!
ham,Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,No,No,No,,,thinking chuckin ur red green n black trainners 2 save carryin bac train
ham,Ok then i will come to ur home after half an hour..is that fine?,No,No,No,,,Ok come ur home half houris fine?
ham,Don no da:)whats you plan? Let mw know�,No,No,No,,,da:)whats plan? Let mw know�
ham,Good night my dear.. Sleepwell and sweet dreams,No,No,No,,,Good night dear Sleepwell sweet dreams
ham,Your work is perfect!,No,No,No,,,work perfect!
ham,Prabha..i'm sorry�,No,No,No,,,Prabhai'm sorry�
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience.,No,No,No,,,Never blame day ur life Good days give u happiness Bad days give u experience
ham,Okie�wonderful!!,No,No,No,,,Okie�wonderful!!
ham,Did u got that persons story..all well?,No,No,No,,,u got persons storyall well?
ham,"Sir, I am waiting for your call�I have an urgent meeting later on..",No,No,No,,,Sir waiting call�I urgent meeting later
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng",No,No,No,,,Night ended another day morning come special way May smile like sunny raysGud mrng
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,No,No,No,,,Hey mr going sea view couple gays mean games! Give bell ya finish
ham,32  am I think? Should say on syllabus,No,No,No,,,32 think? say syllabus
spam,Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333,No,No,yes,,,Reduce Upto 6 Kgs 30 Days *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! Booking Sms: SLIM 57333
ham,Ok thanks..dats wonderful�,No,No,No,,,Ok thanksdats wonderful�
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book,No,No,No,,,Yup havent want go yoga? call book
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won.  Play Now! Send HMV to 86688 More info:www.100percent-real.com,yes,No,yes,,,HMV BONUS SPECIAL 500 pounds genuine HMV vouchers Play Now! Send HMV 86688 info:www100percent-realcom
ham,"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth",No,No,No,,,Turns friends staying whole show back til time feel free go ahead smoke worth worth
ham," All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",No,No,No,,,"Aeronautics professors wer calld &amp wer askd 2 sit aeroplane Aftr sat wer told dat plane ws made students Dey hurried plane Bt 1 didnt move said:""if made studentsthis wont even start Datz confidence"
ham,"Sorry, I'll call later..have to go somewhere..",No,No,No,,,Sorry I'll call laterhave go somewhere
spam,"moneycontrol.com now on your BlackBerry! Get stock quotes,  track your portfolio,  watch LIVE TV & more.Get the FREE app at http://m.moneycontrol.com/MoM",yes,No,No,,,moneycontrolcom BlackBerry! Get stock quotes track portfolio watch LIVE TV & moreGet FREE app http://mmoneycontrolcom/MoM
ham,Yes:)here tv is always available�,No,No,No,,,Yes:)here tv always available�
spam,Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,No,No,yes,,,Free Top ringtone -sub weekly ringtone-send SUBPOLY 81618-?3 per week-stop sms-08718727870
spam,New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,No,No,yes,,,New TEXTBUDDY Chat 2 guys ur area 4 25p Free 2 receive Search postcode gaytextbuddycom TXT ONE name 89693 08715500022 rpl Stop 2 cnl
ham,"Sorry, I'll call later at night",No,No,No,,,Sorry I'll call later night
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends..!! ",No,No,No,,,people see msgs think Iam addicted msging wrong Bcoz dont know Iam addicted sweet Friends!!
ham,NEFT Transaction with reference number 456367 for Rs.9000  has been credited to the beneficiary account on 5th jan at 3.00PM.,No,No,yes,,,NEFT Transaction reference number 456367 Rs9000 credited beneficiary account 5th jan 300PM
ham,"God picked up a flower and dipped it in a DEW, lovingly touched it which turned into YOU, and the he gifted to me and said,THIS IS YOUR LOVE",No,No,No,,,God picked flower dipped DEW lovingly touched turned gifted saidTHIS LOVE
ham,Ok.ok ok..then..whats ur todays plan..can we be together?,No,No,No,,,Okok okthenwhats ur todays plancan together?
spam,"cmon babe,  Txt me your fantasy now babe -) need you now. All replies cost £1.50. 2 cancel send STOP",No,No,No,,,cmon babe Txt fantasy babe -) need replies cost £150 2 cancel send STOP
ham,"Night has ended for another day, morning has come in a special way. GOOD MORNING",No,No,No,,,Night ended another day morning come special way GOOD MORNING
ham,"Sorry, I'll call later�.message me if urgent�",No,No,No,,,Sorry I'll call later�message urgent�
ham,Now only i reached home. . . I am very tired now. .will talk to u tomorrow,No,No,No,,,reached home tired talk u tomorrow
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,No,No,No,,,Oh way food fridge! Want go meal tonight?
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days Helpline 08706091795,No,No,yes,,,U subscribed best Mobile Content Service UK £3 per 10 days Helpline 08706091795
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,No,No,yes,,,8007 25p 4 Alfie Moon's Children Need song ur mob Tell ur m8s Txt TONE CHARITY 8007 nokias POLY CHARITY polys :zed 08701417012 profit 2 charity
ham,I will be gentle baby! Soon you will be taking all ..,No,No,No,,,gentle baby! Soon taking
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!,No,No,No,,,pen thing beyond joke Wont Biro do? masters can't ever again!
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? It's enough today.",No,No,No,,,I'm gonna home soon want talk stuff anymore tonight k? enough today
ham,Ü no home work to do meh...,No,No,No,,,Ü home work meh
spam,"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",No,yes,yes,,,Rental Helpline 9999991155 1000-100 000 sqft Noida & GrNoida OFFICE & INDUSTRIAL Use Goldenberg estates pvtltd sandeep@goldenbergin 999 999 1155
spam,"	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",yes,yes,No,,,Text82228>> Get ringtones logos games wwwtxt82228com Questions: info@txt82228couk
ham,Ok�say my regards..,No,No,No,,,Ok�say regards
spam,	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,No,No,yes,,,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL No: 68866 Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,No,No,yes,,,FreeMsg:Feelin kinda lnly hope u like 2 keep company! Jst got cam moby wanna c pic?Txt reply DATE 82242 Msg150p 2rcv Hlp 08712317606 stop 82242
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. ",No,No,No,,,entered cabin PA said '' Happy B'day Boss !!'' felt special askd 4 lunch
ham,No no. I will check all rooms befor activities�will let u know after that�,No,No,No,,,check rooms befor activities�will let u know that�
ham,"Sorry, I'll call later�buzy",No,No,No,,,Sorry I'll call later�buzy
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it.,No,No,No,,,Tessypls favor Pls convey birthday wishes Nimyapls dnt forget
ham,Have a good evening! Good Luck!!,No,No,No,,,good evening! Good Luck!!
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...,No,No,No,,,Ü mean confirmed tot juz say oni Ok
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,No,No,No,,,Guess pub im in? Im happy pig clover whatever saying is!
ham,at Customer place i will call you later,No,No,No,,,Customer place call later
ham,Convey my regards to him�all the best..,No,No,No,,,Convey regards him�all best
ham,"Sorry, that I wll do later�",No,No,No,,,Sorry wll later�
spam,	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,No,No,yes,,,Summers finally here! Fancy chat flirt sexy singles yr area? get MATCHED reply SUMMER Free 2 Join OptOut txt STOP Help08714742804
ham,Y bishan lei... I tot ü say lavender?,No,No,No,,,bishan lei tot ü say lavender?
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd,No,No,No,,,Today ACCEPT DAYU Accept as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd
ham,K. Did you call me just now ah?,No,No,No,,,K call ah?
ham,I am on the way to office,No,No,No,,,way office
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. CustCare:08718720201,No,No,yes,,,Valentines Day Special! Win £1000 quiz take partner trip lifetime! Send GO 83600 CustCare:08718720201
ham,Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids .,No,No,No,,,Last week b'day Wife did'nt wish Parents forgot n Kids
ham,Hi Dev Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem.. Wating for your reply.,No,No,No,,,Hi Dev Call urgnt know whats problem want work problem Wating reply
ham,No:-)i got rumour that you going to buy apartment in Mumbai�,No,No,No,,,No:-)i got rumour going buy apartment Mumbai�
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only ..To stop go2 notxt.co.uk,yes,No,No,,,Get garden ready summer FREE selection summer bulbs seeds worth £33:50 stop go2 notxtcouk
ham,"Sorry, I'll call later..busy in meeting",No,No,No,,,Sorry I'll call laterbusy meeting
ham,Thought praps you meant another one. Goodo! I'll look tomorrow,No,No,No,,,Thought praps meant another one Goodo! I'll look tomorrow
ham,I had askd u a question some hours before. Reply to that,No,No,No,,,askd u question hours Reply
ham,I know a few people I can hit up and hit to the yes,No,No,No,,,know people hit hit yes
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life�.",No,No,No,,,life Means lot love life love people life�
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind.,No,No,No,,,believe true Incredible Txts! Reply G learn truly amazing things blow mind
ham,Tomorrow i am not going office. . . So i can come wherever say. . . Tell me where and when to come..,No,No,No,,,Tomorrow going office come wherever say Tell come
ham,I'm at home. Please call when u wll be free�,No,No,No,,,I'm home Please call u wll free�
ham,Okie�that�s nice�,No,No,No,,,Okie�that�s nice�
ham,Hi! You just spoke to DEEPAK. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,No,No,No,,,Hi! spoke DEEPAK We'd like know satisfied experience Reply Toll Free Yes
spam,"Mobile Internet ka full fayda. Ab karo download MP3, images, videos, games sirf Re1 mein. Click Now! http://10.11.233.29/vodafone/66826/index.php3 Surfing@10p/10kb",yes,No,No,,,Mobile Internet ka full fayda Ab karo download MP3 images videos games sirf Re1 mein Click Now! http://101123329/vodafone/66826/indexphp3 Surfing@10p/10kb
ham,My phone is ringing�,No,No,No,,,phone ringing�
ham,Stupid.its not possible..U!!,No,No,No,,,Stupidits possibleU!!
ham,"Oh k...i'm watching here:), I hv been attentive all times",No,No,No,,,Oh ki'm watching here:) hv attentive times
ham,5000 ISH MINUTES WAS 5 MINUTES AGO. WTF.,No,No,No,,,5000 ISH MINUTES 5 MINUTES AGO WTF
ham,Whatsup there. R u  sleeping?,No,No,No,,,Whatsup R u sleeping?
ham,Customer place i will call you when I wll be free,No,No,No,,,Customer place call wll free
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.,No,No,No,,,Rajipls favour Pls convey Birthday wishes Nimya
ham,"Today is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! GOOD LUCK!!!",No,No,No,,,"Today ""I LOVE U"" day Send dis ur ""VALUED FRNDS"" evn 3 comes back u'll gt married person u luv! GOOD LUCK!!!"
ham,Love you sushma..love u lot..,No,No,No,,,Love sushmalove u lot
ham,Happy birthday... May ur wishes come true and stay blessed...,No,No,No,,,Happy birthday May ur wishes come true stay blessed
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,No,No,No,,,Hey sat going intro pilates only? kickboxing too?
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+,No,No,yes,,,FREE 1st week! No1 Nokia tone 4 ur mob every week txt NOKIA 87077zed POBox 36504 W45WQ norm150p/tone 16+
ham,No no. I will check all rooms befor activities�that�s required�,No,No,No,,,check rooms befor activities�that�s required�
ham,"Say this slowly.? GOD,I LOVE YOU, I NEED YOU.",No,No,No,,,Say slowly? GODI LOVE NEED
spam,"	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",No,No,yes,,,Thanks ringtone order reference number X49Your mobile charged 450 tone arrive please call customer services 09065989182
ham,Oh ho. Is this the first time u use these type of words? But its not appreciated�,No,No,No,,,Oh ho first time u use type words? appreciated�
ham,Many times we lose our best ones bcoz we are,No,No,No,,,Many times lose best ones bcoz
ham,Hey mr whats the name of that bill brison book the one about language and words,No,No,No,,,Hey mr whats name bill brison book one language words
ham,I wnt to buy a car urgently..,No,No,No,,,wnt buy car urgently
ham,Shall i come to pick that?,No,No,No,,,Shall come pick that?
ham,So I pay first lar... Then when is da stock comin...,No,No,No,,,pay first lar da stock comin
ham,I've been searching for the right words to thank you for this brother. I promise i wont take your help for granted and will fulfill my promise. You have been helping at all times.,No,No,No,,,I've searching right words thank brother promise wont take help granted fulfill promise helping times
ham,Wat makes some people dearer is not about de happiness dat u feel when u meet them but about d pain u feel when u miss dem!!!,No,No,No,,,Wat makes people dearer de happiness dat u feel u meet pain u feel u miss dem!!!
ham,As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,No,No,No,,,per request 'Maangalyam (Thirupathe)' set callertune Callers Press *9 copy friends Callertune
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,No,No,yes,,,Free entry 2 weekly comp chance win ipod Txt POD 80182 get entry call 08452810073
ham,"Sorry, I'll call later�hope u understand..",No,No,No,,,Sorry I'll call later�hope u understand
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com,yes,No,No,,,WIN year supply CDs 4 store ur choice worth £500 & enter £100 Weekly draw txt MUSIC 87066 Ts&Cs wwwLdewcom
ham,I am not sure about breakfast menu. . . I know only about noon menu,No,No,No,,,sure breakfast menu know noon menu
ham,Nope i waiting in sch 4 daddy...,No,No,No,,,Nope waiting sch 4 daddy
spam,	Hey I am really want to chat  text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,No,No,yes,,,Hey really want chat text hot 69698 text charged 150pm unsubscribe text stop 69698
ham,What time you coming down later?,No,No,No,,,time coming later?
spam,subscribe to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,No,No,yes,,,subscribe weekly ringtone-get 1st week free-send SUBPOLY 81618-?3 per week-stop sms-08718727870
spam,"MAAC(leader in 3d animation, vfx, multimedia, gaming)announces free seminar NEXT IN BOLLYWOOD, on 28MAY by industry professionals.Call now 9239285278 for passes.",No,No,yes,,,MAAC(leader 3d animation vfx multimedia gaming)announces free seminar NEXT BOLLYWOOD 28MAY industry professionalsCall 9239285278 passes
ham,Ok�tell me later�,No,No,No,,,Ok�tell later�
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,No,No,yes,,,Dear 0776xxxxxxx U've invited XCHAT final attempt contact u! Txt CHAT 86688
spam,"Residential plot allotment in New Moradabad Nearby Holiday Regency 5* Hotal, plots size 90,112,162,200,300,351,400sq.mtr, rate 5000@sq.mtr call on 9540953304",No,No,yes,,,Residential plot allotment New Moradabad Nearby Holiday Regency 5* Hotal plots size 90112162200300351400sqmtr rate 5000@sqmtr call 9540953304
ham,I dont thnk its a wrong discussion...,No,No,No,,,dont thnk wrong discussion
ham,Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,No,No,No,,,Many many happy returns day dear sweet heart HAPPY BIRTHDAY dear
spam,"One call can change your life.Weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.CALL-9871993238,9871965149",No,No,yes,,,One call change lifeWeight loss & gain 5 25 kg side effect 100% ayurvedic product money back guaranteeCALL-98719932389871965149
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,No,No,No,,,lot happened Feels quiet Beth aunts charlie working lots helen mo been?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,children were there with her�.",No,No,No,,,said'' u mind go bedroom minute ? '' ''OK'' sed sexy mood came 5 minuts latr wid caken Wifechildren her�
ham,You will be in the place of that man�U hv to perform..,No,No,No,,,place man�U hv perform
ham,I want to sent  30 mesages today. Sorry,No,No,No,,,want sent 30 mesages today Sorry
ham,"ow u dey.i paid 60,400thousad.i told  u would call . ",No,No,No,,,ow u deyi paid 60400thousadi told u would call
ham,Ok�great�.,No,No,No,,,Ok�great�
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..,No,No,No,,,Ok bus come soon come otherwise tomorrow sure
ham,If he wll start searching he will get job in few days.,No,No,No,,,wll start searching get job days
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW!,No,No,No,,,Well done ENGLAND! Get official poly ringtone colour flag yer mobile! text TONE FLAG 84199 NOW!
ham,"Sorry, I'll call later..I have some urgent work..",No,No,No,,,Sorry I'll call laterI urgent work
spam,ONLY FOR GIRLS BBA/MBA/EXECUTIVE MBA/B.SC.IT/BIO TECH/B.TECH FLEXIBLE TIMINGS GOVT.RECOGNIZED(www.bsaitm.in) JOIN BSAITM VIKASPURI 9873000679/9650354070,yes,No,yes,,,GIRLS BBA/MBA/EXECUTIVE MBA/BSCIT/BIO TECH/BTECH FLEXIBLE TIMINGS GOVTRECOGNIZED(wwwbsaitmin) JOIN BSAITM VIKASPURI 9873000679/9650354070
ham,"34000 of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",No,No,No,,,34000 pple marry lovers becz hav gud undrstndng dat avoids problems sent dis 2 u u wil get gud news friday person like tomorrow best day life Dont break chain break suffer send &lt#&gt frnds &lt#&gt mins whn u read
ham,"I will call you later, I don't have network. ",No,No,No,,,call later network
ham," The problem I have felt is you have the time to do it, but you choose not to.",No,No,No,,,problem felt time choose
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD",No,No,No,,,Keep ur problems ur heart b'coz nobody fight u u &amp u fight ur self &amp win battle -VIVEKANAND- G 9t SD
ham,I got a call from a landline number. . . I am asked to come to malviya nagar. . . I will go in the evening,No,No,No,,,got call landline number asked come malviya nagar go evening
ham,I'm expressing  my gratitude brother. I promise i wont take your help for granted. You have been helping at all times.,No,No,No,,,I'm expressing gratitude brother promise wont take help granted helping times
ham,"Sorry, I don�t knw",No,No,No,,,Sorry don�t knw
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277.,No,No,yes,,,Sunshine Quiz Wkly Q! Win top Sony DVD player u know country Liverpool played mid week? Txt ansr 82277
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. ",No,No,No,,,Sad story Man - Last week b'day Wife did'nt wish Parents forgot n Kids went work Even Colleagues wish entered cabin PA said '' Happy B'day Boss !!'' felt special
ham,"at Customer place, i wil cal u sir.",No,No,No,,,Customer place wil cal u sir
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take Care�",No,No,No,,,many people seems special first sight remain special till last sight Maintain till life ends take Care�
ham,Howz that persons story..have u read that?,No,No,No,,,Howz persons storyhave u read that?
ham,Am on a train back from northampton so i'm afraid not!,No,No,No,,,train back northampton i'm afraid not!
spam,"Ramprastha has Launched The Edge Towers in Gurgaon, @2800/-*Home Loan @ 0*% Just Pay 15% Now & EMI Starts On Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282",No,No,yes,,,Ramprastha Launched Edge Towers Gurgaon @2800/-*Home Loan @ 0*% Pay 15% & EMI Starts Possession 2/3/4 BHK Luxurious Flats Cal- 9650988282
ham,Haven't received,No,No,No,,,received
ham,great loxahatchee xmas tree burning update: you can totally see stars here,No,No,No,,,great loxahatchee xmas tree burning update: totally see stars
ham,"Dear, I am waiting for your call�I will be busy later on..",No,No,No,,,Dear waiting call�I busy later
ham,Are you this much buzy AS YOU SHOW,No,No,No,,,much buzy SHOW
ham,Got c... I lazy to type... I forgot U in lect... I saw a pouch but like not v nice...,No,No,No,,,Got c lazy type forgot U lect saw pouch like v nice
ham,"A boy was late 2 home. His father: ""WELCOME""",No,No,No,,,"boy late 2 home father: ""WELCOME"""
ham,I am busy on Sunday as I HAVE A DATE ON SUNDAY WITH LITCI!!,No,No,No,,,busy Sunday DATE SUNDAY LITCI!!
ham,"House-Maid is the murderer, because the man was murdered on  26th January.. As public holiday all govt.instituitions are closed,including post office..",No,No,No,,,House-Maid murderer man murdered 26th January public holiday govtinstituitions closedincluding post office
ham,"I'm in a meeting, call me later at evening",No,No,No,,,I'm meeting call later evening
ham,He needs to stop going to bed and make with the  dealing,No,No,No,,,needs stop going bed make dealing
ham,You intrepid duo you! Have a great time and see you both soon.,No,No,No,,,intrepid duo you! great time see soon
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Good morning�",No,No,No,,,"Short Cute: ""Be good person dont try prove it"" Good morning�"
ham,picking them up from various points,No,No,No,,,picking various points
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends.,No,No,No,,,1 Nokia Tone 4 ur mob every week! txt NOK 87021 1st Tone FREE ! get txtin tell ur friends
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service,No,No,No,,,message free Welcome new & improved Sex & Dogging club! unsubscribe service
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . G o o d n i g h t . . .@",No,No,No,,,"Storming msg: Wen u lift phne u say ""HELLO"" u knw wt real meaning HELLO?? name girl! Yes u knw dat girl?? ""Margaret Hello"" girlfrnd f Grahmbell invnted telphone G n g h @"
